city,timestamp,temperature,season
New York,2010-02-20,10.351339599723286,winter
New York,2010-02-21,3.2350916193924606,winter
New York,2010-02-22,-3.811177902501777,winter
New York,2010-02-23,-1.6173426371344601,winter
New York,2010-02-24,2.5766866351581657,winter
New York,2010-02-25,2.4445358874317127,winter
New York,2010-02-26,0.10776173897329164,winter
New York,2010-02-27,-0.8315844227060636,winter
New York,2010-02-28,-0.4753035026650646,winter
New York,2010-03-01,17.536651717854944,spring
New York,2010-03-02,7.077228552436398,spring
New York,2010-03-03,0.5144542836843762,spring
New York,2010-03-04,14.221623769668383,spring
New York,2010-03-05,24.225487521346338,spring
New York,2010-03-06,8.506857711819695,spring
New York,2010-03-07,8.124178470087253,spring
New York,2010-03-08,14.412281157287232,spring
New York,2010-03-09,16.17642459705499,spring
New York,2010-03-10,7.955517516935965,spring
New York,2010-03-11,10.070100459226273,spring
New York,2010-03-12,14.05779098115835,spring
New York,2010-03-13,12.437398659870905,spring
New York,2010-03-14,8.436822463048939,spring
New York,2010-03-15,6.42351565367314,spring
New York,2010-03-16,11.28286523687683,spring
New York,2010-03-17,8.094197446839477,spring
New York,2010-03-18,9.930217262848368,spring
New York,2010-03-19,3.4475160726407292,spring
New York,2010-03-20,15.742592135890192,spring
New York,2010-03-21,7.200115679717903,spring
New York,2010-03-22,10.263271551985115,spring
New York,2010-03-23,3.08061200408601,spring
New York,2010-03-24,6.988351233436028,spring
New York,2010-03-25,2.8344166023462734,spring
New York,2010-03-26,10.95525552313403,spring
New York,2010-03-27,7.834286939657271,spring
New York,2010-03-28,20.154895722396006,spring
New York,2010-03-29,7.289987380492266,spring
New York,2010-03-30,4.180666816482547,spring
New York,2010-03-31,5.45982680984665,spring
New York,2010-04-01,9.22050540385826,spring
New York,2010-04-02,9.490724678057006,spring
New York,2010-04-03,5.38549771876568,spring
New York,2010-04-04,11.029776177857423,spring
New York,2010-04-05,7.122973666660464,spring
New York,2010-04-06,4.971711489573517,spring
New York,2010-04-07,0.8936470874980902,spring
New York,2010-04-08,14.093175658687613,spring
New York,2010-04-09,2.6273897274810487,spring
New York,2010-04-10,5.590344357746036,spring
New York,2010-04-11,11.531247878265809,spring
New York,2010-04-12,10.852632901623616,spring
New York,2010-04-13,12.707271850346437,spring
New York,2010-04-14,7.900447813424777,spring
New York,2010-04-15,16.57365607411922,spring
New York,2010-04-16,6.544718852664222,spring
New York,2010-04-17,4.618624329020552,spring
New York,2010-04-18,13.365727683243952,spring
New York,2010-04-19,9.352816577450843,spring
New York,2010-04-20,1.4567057894050652,spring
New York,2010-04-21,11.094157086078171,spring
New York,2010-04-22,6.081071952429062,spring
New York,2010-04-23,4.084514002744825,spring
New York,2010-04-24,12.599134429358662,spring
New York,2010-04-25,23.198916503141692,spring
New York,2010-04-26,10.879000423394313,spring
New York,2010-04-27,6.705583357233782,spring
New York,2010-04-28,20.88050056058942,spring
New York,2010-04-29,7.990724634380042,spring
New York,2010-04-30,11.559135533329236,spring
New York,2010-05-01,-1.2480612796256274,spring
New York,2010-05-02,11.127057817229874,spring
New York,2010-05-03,18.179622744266545,spring
New York,2010-05-04,21.459225046467203,spring
New York,2010-05-05,12.854477659383864,spring
New York,2010-05-06,11.380024719747693,spring
New York,2010-05-07,8.604403212555681,spring
New York,2010-05-08,16.4718948761713,spring
New York,2010-05-09,10.56590997018357,spring
New York,2010-05-10,15.756669030219463,spring
New York,2010-05-11,15.18722365209026,spring
New York,2010-05-12,12.807671298522196,spring
New York,2010-05-13,5.478955997518813,spring
New York,2010-05-14,16.66029928168922,spring
New York,2010-05-15,11.404072919011575,spring
New York,2010-05-16,6.347927254356691,spring
New York,2010-05-17,13.013576091333046,spring
New York,2010-05-18,5.421248253934206,spring
New York,2010-05-19,6.4389433560216585,spring
New York,2010-05-20,15.621209100142597,spring
New York,2010-05-21,17.460989171261176,spring
New York,2010-05-22,13.969918229340447,spring
New York,2010-05-23,6.589199669966842,spring
New York,2010-05-24,5.652832109982033,spring
New York,2010-05-25,11.385483519881653,spring
New York,2010-05-26,17.411218264859148,spring
New York,2010-05-27,23.777487304461694,spring
New York,2010-05-28,10.697537316833492,spring
New York,2010-05-29,5.6162848390481575,spring
New York,2010-05-30,15.931592920416696,spring
New York,2010-05-31,8.746504704179713,spring
New York,2010-06-01,22.20843331492848,summer
New York,2010-06-02,29.160349731584255,summer
New York,2010-06-03,26.29187219116009,summer
New York,2010-06-04,31.40453001273388,summer
New York,2010-06-05,22.694202821985016,summer
New York,2010-06-06,16.371007174683065,summer
New York,2010-06-07,23.18797322342612,summer
New York,2010-06-08,30.683919980295357,summer
New York,2010-06-09,29.328840415826292,summer
New York,2010-06-10,21.211601463522076,summer
New York,2010-06-11,27.154226568571538,summer
New York,2010-06-12,22.978620302893468,summer
New York,2010-06-13,23.86395840736884,summer
New York,2010-06-14,20.136810768498734,summer
New York,2010-06-15,30.410803689216696,summer
New York,2010-06-16,27.677935078684563,summer
New York,2010-06-17,29.715145311774936,summer
New York,2010-06-18,23.77737695930758,summer
New York,2010-06-19,29.61174816497804,summer
New York,2010-06-20,23.2908836515037,summer
New York,2010-06-21,20.104868310761884,summer
New York,2010-06-22,27.86692490300669,summer
New York,2010-06-23,28.232427942109307,summer
New York,2010-06-24,22.093482070294566,summer
New York,2010-06-25,14.133828793939943,summer
New York,2010-06-26,13.126830633274945,summer
New York,2010-06-27,26.578796866366105,summer
New York,2010-06-28,24.574795313772334,summer
New York,2010-06-29,22.468572588136848,summer
New York,2010-06-30,21.10468871564207,summer
New York,2010-07-01,21.99647839480416,summer
New York,2010-07-02,17.939498689348415,summer
New York,2010-07-03,13.559233276512385,summer
New York,2010-07-04,23.031035554984395,summer
New York,2010-07-05,24.63009894305441,summer
New York,2010-07-06,21.149617141739302,summer
New York,2010-07-07,33.231610504072336,summer
New York,2010-07-08,21.277216046266176,summer
New York,2010-07-09,22.642771654063964,summer
New York,2010-07-10,30.125936713528702,summer
New York,2010-07-11,26.281649218952474,summer
New York,2010-07-12,25.078890143843875,summer
New York,2010-07-13,21.79060536586315,summer
New York,2010-07-14,22.05828691401123,summer
New York,2010-07-15,35.11315722286606,summer
New York,2010-07-16,27.89430994322518,summer
New York,2010-07-17,30.652676143185907,summer
New York,2010-07-18,20.880501084205648,summer
New York,2010-07-19,23.33142139059926,summer
New York,2010-07-20,24.757068717631633,summer
New York,2010-07-21,19.502576823024054,summer
New York,2010-07-22,28.042436879260705,summer
New York,2010-07-23,26.79238722436582,summer
New York,2010-07-24,18.31705404465191,summer
New York,2010-07-25,35.82210262072368,summer
New York,2010-07-26,20.70744299901709,summer
New York,2010-07-27,30.483533252193972,summer
New York,2010-07-28,21.428099000916376,summer
New York,2010-07-29,13.45817252994884,summer
New York,2010-07-30,31.36317750170416,summer
New York,2010-07-31,28.43532284757167,summer
New York,2010-08-01,20.542262886570555,summer
New York,2010-08-02,19.17250121913327,summer
New York,2010-08-03,21.319822399999335,summer
New York,2010-08-04,27.49367374329243,summer
New York,2010-08-05,22.609075062164674,summer
New York,2010-08-06,24.68663066402661,summer
New York,2010-08-07,24.7927306123006,summer
New York,2010-08-08,22.892623043396004,summer
New York,2010-08-09,31.450234329348522,summer
New York,2010-08-10,19.570834223313472,summer
New York,2010-08-11,28.06889807777023,summer
New York,2010-08-12,25.246360402675226,summer
New York,2010-08-13,22.910676122576525,summer
New York,2010-08-14,25.592680298775885,summer
New York,2010-08-15,22.74644687414986,summer
New York,2010-08-16,26.946539735521814,summer
New York,2010-08-17,27.31413862951164,summer
New York,2010-08-18,15.84727856754215,summer
New York,2010-08-19,24.13498862243844,summer
New York,2010-08-20,22.989609169043838,summer
New York,2010-08-21,28.621781253531434,summer
New York,2010-08-22,29.394852194061777,summer
New York,2010-08-23,30.65655295363735,summer
New York,2010-08-24,29.86342594700291,summer
New York,2010-08-25,24.34703473606276,summer
New York,2010-08-26,33.74112198121841,summer
New York,2010-08-27,19.93910734338224,summer
New York,2010-08-28,19.352909772197044,summer
New York,2010-08-29,21.175143559755163,summer
New York,2010-08-30,22.615838937075218,summer
New York,2010-08-31,32.99663157767922,summer
New York,2010-09-01,16.94463382682673,autumn
New York,2010-09-02,15.744372403811859,autumn
New York,2010-09-03,12.399624343134995,autumn
New York,2010-09-04,10.560720947094836,autumn
New York,2010-09-05,17.810240833664732,autumn
New York,2010-09-06,22.251665759812433,autumn
New York,2010-09-07,12.450482310468587,autumn
New York,2010-09-08,24.148925787391764,autumn
New York,2010-09-09,5.6328274828629965,autumn
New York,2010-09-10,12.235935333132977,autumn
New York,2010-09-11,11.273316139752945,autumn
New York,2010-09-12,10.643396306139305,autumn
New York,2010-09-13,23.226837328467013,autumn
New York,2010-09-14,24.71839156780546,autumn
New York,2010-09-15,16.410248547797174,autumn
New York,2010-09-16,14.01780727962508,autumn
New York,2010-09-17,13.515673646896218,autumn
New York,2010-09-18,14.552053682643162,autumn
New York,2010-09-19,18.44701006825351,autumn
New York,2010-09-20,9.187099410186214,autumn
New York,2010-09-21,14.061216334179315,autumn
New York,2010-09-22,9.098790521498714,autumn
New York,2010-09-23,25.364020603166693,autumn
New York,2010-09-24,10.987586051338575,autumn
New York,2010-09-25,17.269608036459868,autumn
New York,2010-09-26,15.46064992499403,autumn
New York,2010-09-27,8.509277881677248,autumn
New York,2010-09-28,13.762896657209566,autumn
New York,2010-09-29,27.454188689921892,autumn
New York,2010-09-30,12.17945763448152,autumn
New York,2010-10-01,18.849434572663053,autumn
New York,2010-10-02,5.151726400958427,autumn
New York,2010-10-03,15.052571361767978,autumn
New York,2010-10-04,19.701667719934996,autumn
New York,2010-10-05,16.24840900484825,autumn
New York,2010-10-06,6.645846108892933,autumn
New York,2010-10-07,14.401896964207392,autumn
New York,2010-10-08,19.438737484218635,autumn
New York,2010-10-09,13.848800304654471,autumn
New York,2010-10-10,18.045649261488535,autumn
New York,2010-10-11,11.612020338033918,autumn
New York,2010-10-12,9.649245175147595,autumn
New York,2010-10-13,19.00493490342756,autumn
New York,2010-10-14,16.431992657639736,autumn
New York,2010-10-15,22.023256139069886,autumn
New York,2010-10-16,16.850958846124296,autumn
New York,2010-10-17,19.314018971304606,autumn
New York,2010-10-18,20.49590639894647,autumn
New York,2010-10-19,10.57812121591097,autumn
New York,2010-10-20,20.399857150270115,autumn
New York,2010-10-21,16.398252465825827,autumn
New York,2010-10-22,13.490925840900076,autumn
New York,2010-10-23,11.486932893403697,autumn
New York,2010-10-24,19.466808200348673,autumn
New York,2010-10-25,22.78449331946413,autumn
New York,2010-10-26,27.329661173477064,autumn
New York,2010-10-27,8.441480969184916,autumn
New York,2010-10-28,17.0436417111793,autumn
New York,2010-10-29,9.951845857682738,autumn
New York,2010-10-30,13.361292357477529,autumn
New York,2010-10-31,24.021949410269066,autumn
New York,2010-11-01,18.25327613282567,autumn
New York,2010-11-02,14.74143893032908,autumn
New York,2010-11-03,12.69927400977545,autumn
New York,2010-11-04,14.304367005390912,autumn
New York,2010-11-05,18.807054545363194,autumn
New York,2010-11-06,14.823109498561601,autumn
New York,2010-11-07,12.399234198403128,autumn
New York,2010-11-08,11.368707456067193,autumn
New York,2010-11-09,21.02511049795421,autumn
New York,2010-11-10,11.839360712560547,autumn
New York,2010-11-11,17.29234160756517,autumn
New York,2010-11-12,14.015720974464614,autumn
New York,2010-11-13,7.316276170649756,autumn
New York,2010-11-14,16.201529190146513,autumn
New York,2010-11-15,19.88300857233585,autumn
New York,2010-11-16,14.72260378050056,autumn
New York,2010-11-17,16.983566951514767,autumn
New York,2010-11-18,13.124800649194114,autumn
New York,2010-11-19,9.745119836150508,autumn
New York,2010-11-20,12.09888973171266,autumn
New York,2010-11-21,16.31427214531983,autumn
New York,2010-11-22,23.002538330706248,autumn
New York,2010-11-23,23.623931366525966,autumn
New York,2010-11-24,15.325079670367312,autumn
New York,2010-11-25,16.44081022046961,autumn
New York,2010-11-26,21.428367662336086,autumn
New York,2010-11-27,21.017132003900475,autumn
New York,2010-11-28,22.00307209275767,autumn
New York,2010-11-29,26.21667036672413,autumn
New York,2010-11-30,9.365955974740638,autumn
New York,2010-12-01,-4.068444730380208,winter
New York,2010-12-02,2.2545761799581157,winter
New York,2010-12-03,-0.6628390640836935,winter
New York,2010-12-04,1.519222176578211,winter
New York,2010-12-05,-0.7323408193472737,winter
New York,2010-12-06,-0.6282784849843553,winter
New York,2010-12-07,-9.512901398777721,winter
New York,2010-12-08,-1.6059275571294953,winter
New York,2010-12-09,1.7526668282480724,winter
New York,2010-12-10,9.530877767835205,winter
New York,2010-12-11,-2.2260086805513852,winter
New York,2010-12-12,0.6331576575293658,winter
New York,2010-12-13,-1.4413361161260239,winter
New York,2010-12-14,-5.672130410507988,winter
New York,2010-12-15,-3.988103011155617,winter
New York,2010-12-16,1.6231578073091368,winter
New York,2010-12-17,4.353658030300281,winter
New York,2010-12-18,-4.647692689252446,winter
New York,2010-12-19,1.6871579475636755,winter
New York,2010-12-20,-1.6274415059125915,winter
New York,2010-12-21,-4.86996609477872,winter
New York,2010-12-22,5.604270301606783,winter
New York,2010-12-23,-0.6528389348439433,winter
New York,2010-12-24,1.6933760736194914,winter
New York,2010-12-25,-4.09796424670505,winter
New York,2010-12-26,-8.646278876333653,winter
New York,2010-12-27,-3.046927569304427,winter
New York,2010-12-28,-3.32764409631627,winter
New York,2010-12-29,-2.713800562756994,winter
New York,2010-12-30,1.8540490660773232,winter
New York,2010-12-31,-3.4789106266452703,winter
New York,2011-01-01,-1.9584352724677228,winter
New York,2011-01-02,1.4765983480778258,winter
New York,2011-01-03,6.548227038923394,winter
New York,2011-01-04,-1.2574093508552917,winter
New York,2011-01-05,3.7048990080656092,winter
New York,2011-01-06,-3.4586273004137587,winter
New York,2011-01-07,-11.119824387405616,winter
New York,2011-01-08,1.478228914195311,winter
New York,2011-01-09,-1.8465433418377464,winter
New York,2011-01-10,2.176707746542012,winter
New York,2011-01-11,-0.9156985729377838,winter
New York,2011-01-12,-3.347397511663466,winter
New York,2011-01-13,-5.863783155798065,winter
New York,2011-01-14,-11.314683067115345,winter
New York,2011-01-15,5.982336911520257,winter
New York,2011-01-16,0.9886664238788206,winter
New York,2011-01-17,0.7428161319137959,winter
New York,2011-01-18,4.688782657944034,winter
New York,2011-01-19,-6.8163617733734485,winter
New York,2011-01-20,5.173114849255409,winter
New York,2011-01-21,-0.18056849124689822,winter
New York,2011-01-22,-0.21022472193161273,winter
New York,2011-01-23,8.858958014120907,winter
New York,2011-01-24,5.0531399804717765,winter
New York,2011-01-25,-4.861636366196072,winter
New York,2011-01-26,-6.338797463174934,winter
New York,2011-01-27,3.3677787836235105,winter
New York,2011-01-28,-7.103854449440183,winter
New York,2011-01-29,2.0622390732447924,winter
New York,2011-01-30,0.14797454473002028,winter
New York,2011-01-31,1.192501432112619,winter
New York,2011-02-01,-3.7274241288575465,winter
New York,2011-02-02,2.333321193610213,winter
New York,2011-02-03,0.3308028315924517,winter
New York,2011-02-04,0.3594846314292983,winter
New York,2011-02-05,-5.497953362076121,winter
New York,2011-02-06,3.6044127869172664,winter
New York,2011-02-07,-4.8428045491488065,winter
New York,2011-02-08,3.603876724850632,winter
New York,2011-02-09,2.753368591056766,winter
New York,2011-02-10,10.074395398306086,winter
New York,2011-02-11,0.9864326784416924,winter
New York,2011-02-12,-5.239314565120832,winter
New York,2011-02-13,-4.329194573499024,winter
New York,2011-02-14,-1.607477281567037,winter
New York,2011-02-15,-1.8385093015326617,winter
New York,2011-02-16,-5.740212514355354,winter
New York,2011-02-17,-1.248952494145643,winter
New York,2011-02-18,-0.6397033405525698,winter
New York,2011-02-19,3.0453383251870725,winter
New York,2011-02-20,-0.8717013877534752,winter
New York,2011-02-21,-7.414483647870339,winter
New York,2011-02-22,0.3676302351598326,winter
New York,2011-02-23,4.7943172482999765,winter
New York,2011-02-24,3.4163403550318128,winter
New York,2011-02-25,9.639356484300146,winter
New York,2011-02-26,-1.507186042691725,winter
New York,2011-02-27,-1.1198686531459048,winter
New York,2011-02-28,-1.4561045577353564,winter
New York,2011-03-01,10.18420324795183,spring
New York,2011-03-02,9.6916786549944,spring
New York,2011-03-03,2.3118078054972377,spring
New York,2011-03-04,-0.0566450732126782,spring
New York,2011-03-05,15.94860934852488,spring
New York,2011-03-06,16.746956806265363,spring
New York,2011-03-07,-0.06245075595184346,spring
New York,2011-03-08,12.39031383459818,spring
New York,2011-03-09,13.963344477254156,spring
New York,2011-03-10,8.343667092280326,spring
New York,2011-03-11,14.46344258783488,spring
New York,2011-03-12,6.527703666930845,spring
New York,2011-03-13,0.9310082661918084,spring
New York,2011-03-14,11.511098328759166,spring
New York,2011-03-15,5.250371383112506,spring
New York,2011-03-16,7.657229212548762,spring
New York,2011-03-17,13.154892224600916,spring
New York,2011-03-18,20.493706433754344,spring
New York,2011-03-19,23.992336060786933,spring
New York,2011-03-20,8.069948465813532,spring
New York,2011-03-21,11.100695958977463,spring
New York,2011-03-22,13.757217878367708,spring
New York,2011-03-23,3.6525550831035636,spring
New York,2011-03-24,22.669658954376434,spring
New York,2011-03-25,7.963977057444812,spring
New York,2011-03-26,2.1431762625756177,spring
New York,2011-03-27,14.22607755591208,spring
New York,2011-03-28,12.15412878056633,spring
New York,2011-03-29,10.181848554019709,spring
New York,2011-03-30,19.072307980719764,spring
New York,2011-03-31,2.5690464689164045,spring
New York,2011-04-01,13.373183952801625,spring
New York,2011-04-02,11.236468646736899,spring
New York,2011-04-03,14.45474008064627,spring
New York,2011-04-04,16.666858058911366,spring
New York,2011-04-05,-1.0373841733104712,spring
New York,2011-04-06,19.18544543498793,spring
New York,2011-04-07,15.63297827503614,spring
New York,2011-04-08,11.843244481560983,spring
New York,2011-04-09,5.9342907657381945,spring
New York,2011-04-10,4.123014323746812,spring
New York,2011-04-11,4.40758396461365,spring
New York,2011-04-12,11.754814810636605,spring
New York,2011-04-13,5.9945235001803905,spring
New York,2011-04-14,16.769846257530922,spring
New York,2011-04-15,7.620063435427573,spring
New York,2011-04-16,8.563200951972135,spring
New York,2011-04-17,9.753864591408952,spring
New York,2011-04-18,9.704164160199959,spring
New York,2011-04-19,11.805092809800346,spring
New York,2011-04-20,4.285588520754518,spring
New York,2011-04-21,4.13565229476077,spring
New York,2011-04-22,13.015569922875205,spring
New York,2011-04-23,8.890678964806295,spring
New York,2011-04-24,22.099274611762603,spring
New York,2011-04-25,16.741464394801824,spring
New York,2011-04-26,3.4579429895661393,spring
New York,2011-04-27,9.85962137291,spring
New York,2011-04-28,7.764504776803737,spring
New York,2011-04-29,18.621607396954982,spring
New York,2011-04-30,9.266289023795743,spring
New York,2011-05-01,11.776447652010038,spring
New York,2011-05-02,8.664398452783132,spring
New York,2011-05-03,3.1912667126544694,spring
New York,2011-05-04,6.819824938667654,spring
New York,2011-05-05,14.554566552214183,spring
New York,2011-05-06,15.845039092594108,spring
New York,2011-05-07,4.950310892542693,spring
New York,2011-05-08,13.546608401752376,spring
New York,2011-05-09,7.534685778143925,spring
New York,2011-05-10,9.858051204088259,spring
New York,2011-05-11,9.902271591493733,spring
New York,2011-05-12,12.532859755775661,spring
New York,2011-05-13,9.457656328401645,spring
New York,2011-05-14,18.03787150291359,spring
New York,2011-05-15,9.035106236280589,spring
New York,2011-05-16,14.957244548841436,spring
New York,2011-05-17,5.4709521443016556,spring
New York,2011-05-18,14.345595609276529,spring
New York,2011-05-19,7.139179203727441,spring
New York,2011-05-20,15.632321582818172,spring
New York,2011-05-21,0.0562764823044013,spring
New York,2011-05-22,7.120947102961289,spring
New York,2011-05-23,6.994968605235359,spring
New York,2011-05-24,13.605461923892893,spring
New York,2011-05-25,10.63384365739214,spring
New York,2011-05-26,18.620194413000938,spring
New York,2011-05-27,14.561423753723933,spring
New York,2011-05-28,14.32957307851802,spring
New York,2011-05-29,6.388407223073317,spring
New York,2011-05-30,7.0058540929044275,spring
New York,2011-05-31,16.450729845131914,spring
New York,2011-06-01,15.306392680626864,summer
New York,2011-06-02,31.802148930595163,summer
New York,2011-06-03,21.886055610046746,summer
New York,2011-06-04,22.342909476338065,summer
New York,2011-06-05,21.970838107159235,summer
New York,2011-06-06,21.048256678234786,summer
New York,2011-06-07,25.303588359180633,summer
New York,2011-06-08,15.973806561415302,summer
New York,2011-06-09,25.694794715376485,summer
New York,2011-06-10,24.32375491020765,summer
New York,2011-06-11,21.819805607908044,summer
New York,2011-06-12,20.35103568644196,summer
New York,2011-06-13,26.687150198156537,summer
New York,2011-06-14,30.63644370264261,summer
New York,2011-06-15,33.657869394744594,summer
New York,2011-06-16,25.48420428353101,summer
New York,2011-06-17,24.285832077983432,summer
New York,2011-06-18,30.912059470478056,summer
New York,2011-06-19,21.181175321727537,summer
New York,2011-06-20,26.455051976454016,summer
New York,2011-06-21,28.570157491398984,summer
New York,2011-06-22,27.534152213302505,summer
New York,2011-06-23,29.632370829124778,summer
New York,2011-06-24,34.42131055035857,summer
New York,2011-06-25,30.8007079168322,summer
New York,2011-06-26,24.595697884790727,summer
New York,2011-06-27,24.639431889470384,summer
New York,2011-06-28,32.22934633652284,summer
New York,2011-06-29,17.852916857717716,summer
New York,2011-06-30,22.163851500915154,summer
New York,2011-07-01,24.887955652295627,summer
New York,2011-07-02,25.83377251350791,summer
New York,2011-07-03,18.05578305910524,summer
New York,2011-07-04,24.105132145919317,summer
New York,2011-07-05,29.52742056332972,summer
New York,2011-07-06,20.952800027132874,summer
New York,2011-07-07,29.711793490268672,summer
New York,2011-07-08,26.35843715507743,summer
New York,2011-07-09,18.3695859342584,summer
New York,2011-07-10,20.41590298731518,summer
New York,2011-07-11,17.358920637391133,summer
New York,2011-07-12,28.25245392342523,summer
New York,2011-07-13,24.775060712994684,summer
New York,2011-07-14,21.047750772460745,summer
New York,2011-07-15,22.949372221473393,summer
New York,2011-07-16,13.606166226314471,summer
New York,2011-07-17,30.562153353407258,summer
New York,2011-07-18,21.90355221382496,summer
New York,2011-07-19,30.88462310715436,summer
New York,2011-07-20,18.990431693250713,summer
New York,2011-07-21,26.817207899484686,summer
New York,2011-07-22,19.58670865313136,summer
New York,2011-07-23,24.560458437796676,summer
New York,2011-07-24,29.60517188313117,summer
New York,2011-07-25,25.362084417357305,summer
New York,2011-07-26,22.642633794145954,summer
New York,2011-07-27,29.998030160466737,summer
New York,2011-07-28,31.17369539719477,summer
New York,2011-07-29,21.35659001492572,summer
New York,2011-07-30,25.254483046396917,summer
New York,2011-07-31,25.474564559207124,summer
New York,2011-08-01,24.89413182787359,summer
New York,2011-08-02,14.338612401137027,summer
New York,2011-08-03,25.58036287910078,summer
New York,2011-08-04,27.191584522304815,summer
New York,2011-08-05,36.1308810845439,summer
New York,2011-08-06,22.12176082857322,summer
New York,2011-08-07,24.64861271788933,summer
New York,2011-08-08,19.758959926025497,summer
New York,2011-08-09,24.554271934050483,summer
New York,2011-08-10,30.579653400433024,summer
New York,2011-08-11,25.830977673164444,summer
New York,2011-08-12,20.77306999513383,summer
New York,2011-08-13,27.052165862395476,summer
New York,2011-08-14,18.742046216452906,summer
New York,2011-08-15,22.718656877119386,summer
New York,2011-08-16,28.858655317108028,summer
New York,2011-08-17,24.734122957077616,summer
New York,2011-08-18,31.477753158640567,summer
New York,2011-08-19,32.98547614312342,summer
New York,2011-08-20,17.332923201949505,summer
New York,2011-08-21,28.440917993579642,summer
New York,2011-08-22,29.16489698866769,summer
New York,2011-08-23,24.247416102192336,summer
New York,2011-08-24,32.947125095296364,summer
New York,2011-08-25,30.736029180855258,summer
New York,2011-08-26,19.725446293218894,summer
New York,2011-08-27,23.83522305397898,summer
New York,2011-08-28,33.95584427158034,summer
New York,2011-08-29,23.5522399078771,summer
New York,2011-08-30,15.041180307431755,summer
New York,2011-08-31,24.58363948449391,summer
New York,2011-09-01,19.3963126491373,autumn
New York,2011-09-02,19.472283163300965,autumn
New York,2011-09-03,17.915689749977197,autumn
New York,2011-09-04,16.99942259841045,autumn
New York,2011-09-05,21.500570392282942,autumn
New York,2011-09-06,7.481827500804153,autumn
New York,2011-09-07,18.570941925121485,autumn
New York,2011-09-08,15.484889061845905,autumn
New York,2011-09-09,15.74548772596829,autumn
New York,2011-09-10,6.0920664373383975,autumn
New York,2011-09-11,23.113623189252046,autumn
New York,2011-09-12,26.163734530279704,autumn
New York,2011-09-13,8.464991937133595,autumn
New York,2011-09-14,15.32161108767083,autumn
New York,2011-09-15,18.290937168908755,autumn
New York,2011-09-16,18.864211100307116,autumn
New York,2011-09-17,13.999573420006232,autumn
New York,2011-09-18,14.214199259457452,autumn
New York,2011-09-19,14.186257805628172,autumn
New York,2011-09-20,9.05157005795056,autumn
New York,2011-09-21,22.487836570766856,autumn
New York,2011-09-22,18.25928600665207,autumn
New York,2011-09-23,15.092008290165381,autumn
New York,2011-09-24,15.961493268386684,autumn
New York,2011-09-25,13.154015788224603,autumn
New York,2011-09-26,17.086662527612685,autumn
New York,2011-09-27,16.9329170206295,autumn
New York,2011-09-28,13.592914809743581,autumn
New York,2011-09-29,18.59181137681611,autumn
New York,2011-09-30,13.51050137003584,autumn
New York,2011-10-01,10.764119079476593,autumn
New York,2011-10-02,10.88446862482762,autumn
New York,2011-10-03,13.887075528243471,autumn
New York,2011-10-04,6.90039740251636,autumn
New York,2011-10-05,4.199681413950547,autumn
New York,2011-10-06,15.531640061512592,autumn
New York,2011-10-07,12.551140642141945,autumn
New York,2011-10-08,13.15463457369336,autumn
New York,2011-10-09,14.956583571228363,autumn
New York,2011-10-10,19.010715439979613,autumn
New York,2011-10-11,14.421463114238929,autumn
New York,2011-10-12,6.7895708836823765,autumn
